order_id,order_date,customer_id,product,category,quantity,price,sales,cost,profit,age,gender,region,year,month,month_year
O203516,2024-01-05,C101159,Water Bottle,Sports,4,1119.0,4476.0,3020,1456,30,Male,West,2024,1,2024-01
O208027,2024-10-06,C101667,Sneakers Lite,Clothing,1,1151.0,1151.0,799,352,20,Female,North,2024,10,2024-10
O209816,2023-03-11,C100533,Earbuds X1,Electronics,2,1523.0,3046.0,2389,657,58,Male,East,2023,3,2023-03
O203940,2024-06-12,C102268,Slim Jeans,Clothing,4,540.0,2160.0,1406,754,40,Female,West,2024,6,2024-06
O201299,2025-01-28,C101263,T-Shirt Classic,Clothing,2,1134.0,2268.0,1853,415,27,Male,North,2025,1,2025-01
O209793,2024-02-26,C100825,Ceramic Mug,Home,4,1339.0,5356.0,4430,926,38,Female,South,2024,2,2024-02
O201348,2025-03-15,C100712,Phone Case,Electronics,1,609.0,609.0,484,125,35,Female,North,2025,3,2025-03
O200660,2024-06-05,C101132,Earbuds X1,Electronics,2,2437.0,4874.0,3098,1776,45,Male,North,2024,6,2024-06
O205886,2023-06-03,C101331,Phone Case,Electronics,2,514.0,1028.0,725,303,22,Female,North,2023,6,2023-06
O201492,2023-01-15,C101913,Smartwatch Pro,Electronics,2,1199.0,2398.0,2032,366,57,Female,East,2023,1,2023-01
O209975,2024-12-10,C101236,Sneakers Lite,Clothing,1,900.0,900.0,602,298,50,Male,Central,2024,12,2024-12
O204589,2023-03-16,C102340,Lip Balm,Beauty,4,954.0,3816.0,2841,975,23,Male,South,2023,3,2023-03
O208558,2025-04-10,C100110,Earbuds X1,Electronics,2,2157.0,4314.0,3545,769,33,Female,Central,2025,4,2025-04
O205154,2023-02-23,C100830,Earbuds X1,Electronics,1,1392.0,1392.0,896,496,58,Female,North,2023,2,2023-02
O202315,2023-03-20,C101695,Bluetooth Speaker,Electronics,1,2322.0,2322.0,1732,590,48,Female,East,2023,3,2023-03
O209643,2025-03-18,C100465,Throw Pillow,Home,3,439.0,1317.0,969,348,59,Female,South,2025,3,2025-03
O209606,2024-09-11,C100268,Phone Case,Electronics,1,901.0,901.0,662,239,21,Female,Central,2024,9,2024-09
O207024,2024-11-29,C101651,Sunscreen SPF50,Beauty,2,514.0,1028.0,849,309,21,Female,West,2024,11,2024-11
O201085,2025-01-07,C101554,Bluetooth Speaker,Electronics,2,1308.0,2616.0,1833,783,35,Male,West,2025,1,2025-01
O202524,2023-01-22,C101911,LED Lamp,Home,4,698.0,2792.0,2015,777,19,Female,South,2023,1,2023-01
O208504,2025-03-01,C101010,T-Shirt Classic,Clothing,4,1154.0,4616.0,3557,1059,45,Male,East,2025,3,2025-03
O205374,2025-04-11,C101070,Dumbbell 5kg,Sports,1,774.0,774.0,562,212,57,Male,North,2025,4,2025-04
O203198,2024-02-10,C101462,Portable Charger,Electronics,2,2534.0,5068.0,3235,1833,35,Male,North,2024,2,2024-02
O205751,2025-06-07,C101445,Sunscreen SPF50,Beauty,2,401.0,802.0,644,158,23,Female,North,2025,6,2025-06
O204008,2025-08-25,C101406,Bluetooth Speaker,Electronics,3,1283.0,3849.0,3101,748,53,Male,South,2025,8,2025-08
O205717,2023-06-24,C101614,Sneakers Lite,Clothing,2,1096.0,2192.0,1739,453,35,Female,Central,2023,6,2023-06
O206657,2024-12-22,C101917,LED Lamp,Home,1,829.0,829.0,646,183,18,Female,North,2024,12,2024-12
O208524,2023-06-04,C101386,Sneakers Lite,Clothing,2,936.0,1872.0,1128,744,37,Male,North,2023,6,2023-06
O208265,2024-03-02,C101854,Water Bottle,Sports,1,812.0,812.0,495,317,53,Male,West,2024,3,2024-03
O200067,2023-11-12,C102246,Bed Sheet Set,Home,3,665.0,1995.0,1376,619,20,Female,Central,2023,11,2023-11
O209033,2023-01-27,C100349,Portable Charger,Electronics,1,2182.0,2182.0,1683,499,35,Female,North,2023,1,2023-01
O200040,2023-02-28,C100100,Bed Sheet Set,Home,2,500.0,1000.0,834,166,38,Female,South,2023,2,2023-02
O202269,2023-08-21,C101375,Smartwatch Pro,Electronics,2,1047.0,2094.0,1484,610,33,Male,North,2023,8,2023-08
O202381,2024-08-06,C100364,Bluetooth Speaker,Electronics,3,2241.0,6723.0,4688,2035,29,Male,South,2024,8,2024-08
O207388,2025-02-12,C100686,Earbuds X1,Electronics,1,2252.0,2252.0,1424,828,38,Male,West,2025,2,2025-02
O208866,2024-12-07,C101059,Phone Case,Electronics,2,894.0,1788.0,1324,464,53,Male,South,2024,12,2024-12
O204916,2023-05-03,C100208,Throw Pillow,Home,5,615.0,3075.0,1957,1118,38,Female,South,2023,5,2023-05
O205322,2023-09-05,C100868,Sunscreen SPF50,Beauty,1,663.0,663.0,496,167,44,Female,South,2023,9,2023-09
O205773,2023-04-05,C100287,Smartwatch Pro,Electronics,3,1096.0,3288.0,2544,744,58,Male,East,2023,4,2023-04
O206232,2025-01-27,C100154,Lip Balm,Beauty,3,1068.0,3204.0,1962,1242,60,Male,East,2025,1,2025-01
O206963,2023-03-13,C101585,Yoga Mat,Sports,1,471.0,471.0,285,186,41,Male,South,2023,3,2023-03
O203447,2025-07-28,C102259,Hoodie Cozy,Clothing,2,1065.0,2130.0,1411,719,57,Female,South,2025,7,2025-07
O206816,2023-04-03,C100922,Slim Jeans,Clothing,1,512.0,512.0,411,101,56,Male,South,2023,4,2023-04
O202367,2025-07-22,C102265,Smartwatch Pro,Electronics,2,1567.0,3134.0,2068,1066,47,Male,East,2025,7,2025-07
O207302,2024-07-26,C101725,Bed Sheet Set,Home,3,587.0,1761.0,1078,683,60,Male,West,2024,7,2024-07
O208207,2024-04-11,C101724,Sneakers Lite,Clothing,2,934.0,1868.0,1488,380,55,Female,West,2024,4,2024-04
O202512,2023-03-25,C100910,Bed Sheet Set,Home,2,961.0,1922.0,1575,347,45,Male,South,2023,3,2023-03
O209648,2025-02-22,C100487,Sunscreen SPF50,Beauty,1,642.0,642.0,520,122,60,Female,West,2025,2,2025-02
O202723,2023-10-09,C100995,T-Shirt Classic,Clothing,1,2045.0,2045.0,1275,770,43,Male,West,2023,10,2023-10
O205948,2025-05-30,C101479,Sneakers Lite,Clothing,2,1141.0,2282.0,2233,525,36,Female,South,2025,5,2025-05
O209213,2024-04-18,C101146,Yoga Mat,Sports,2,508.0,1016.0,650,366,51,Male,North,2024,4,2024-04
O208605,2024-09-01,C102212,Phone Case,Electronics,3,623.0,1869.0,1318,551,28,Male,East,2024,9,2024-09
O201143,2023-10-08,C102274,Bluetooth Speaker,Electronics,4,1876.0,7504.0,5669,1835,33,Male,Central,2023,10,2023-10
O209765,2024-06-05,C102246,Water Bottle,Sports,2,684.0,1368.0,954,414,42,Male,West,2024,6,2024-06
O208171,2024-02-25,C102105,Face Serum,Beauty,1,796.0,796.0,541,255,42,Female,North,2024,2,2024-02
O209713,2024-10-13,C101896,LED Lamp,Home,1,601.0,601.0,508,93,33,Female,South,2024,10,2024-10
O209248,2024-04-03,C101515,Dumbbell 5kg,Sports,2,720.0,1440.0,1023,417,22,Male,Central,2024,4,2024-04
O204728,2025-05-15,C100521,Water Bottle,Sports,2,753.0,1506.0,1274,232,35,Female,South,2025,5,2025-05
O205494,2023-04-24,C101392,T-Shirt Classic,Clothing,4,1673.0,6692.0,4145,2547,38,Male,Central,2023,4,2023-04
O205755,2023-07-12,C100965,Yoga Mat,Sports,1,447.0,447.0,357,90,31,Male,North,2023,7,2023-07
O207610,2024-08-28,C101929,Dumbbell 5kg,Sports,2,635.0,1270.0,932,338,49,Female,West,2024,8,2024-08
O203789,2025-02-09,C100585,Earbuds X1,Electronics,2,1693.0,3386.0,2271,1115,42,Female,East,2025,2,2025-02
O202220,2023-12-22,C102104,Portable Charger,Electronics,3,2292.0,6876.0,5654,1222,40,Other,East,2023,12,2023-12
O205075,2025-05-25,C101854,Bluetooth Speaker,Electronics,1,1960.0,1960.0,1377,583,28,Female,South,2025,5,2025-05
O202331,2023-02-08,C101451,LED Lamp,Home,4,625.0,2500.0,2073,427,51,Female,West,2023,2,2023-02
O205394,2025-03-07,C101497,Throw Pillow,Home,3,448.0,1344.0,873,471,34,Male,East,2025,3,2025-03
O208743,2023-02-11,C101946,Bluetooth Speaker,Electronics,1,2297.0,2297.0,1509,788,24,Female,East,2023,2,2023-02
O208119,2025-07-12,C100875,Smartwatch Pro,Electronics,1,1572.0,1572.0,1205,367,23,Male,North,2025,7,2025-07
O207090,2025-06-22,C100330,Hoodie Cozy,Clothing,2,1542.0,3084.0,2110,974,24,Male,West,2025,6,2025-06
O209364,2024-12-04,C100122,Dumbbell 5kg,Sports,3,1246.0,3738.0,2315,1423,47,Female,South,2024,12,2024-12
O204088,2024-10-31,C100843,Lip Balm,Beauty,2,909.0,1818.0,1461,357,18,Male,East,2024,10,2024-10
O201967,2024-06-02,C101702,Smartwatch Pro,Electronics,1,1022.0,1022.0,850,172,57,Female,South,2024,6,2024-06
O209017,2023-11-13,C100349,Sneakers Lite,Clothing,3,1019.0,3057.0,2484,573,47,Male,South,2023,11,2023-11
O208828,2024-05-22,C102499,Portable Charger,Electronics,1,1696.0,1696.0,1156,540,54,Male,East,2024,5,2024-05
O206757,2025-03-15,C100850,Face Serum,Beauty,7,582.0,4074.0,3088,986,23,Female,South,2025,3,2025-03
O209615,2024-12-28,C102154,Portable Charger,Electronics,1,1679.0,1679.0,1325,354,27,Female,South,2024,12,2024-12
O204365,2023-12-14,C102349,Lip Balm,Beauty,2,712.0,1424.0,903,521,29,Male,North,2023,12,2023-12
O206999,2024-09-17,C100947,Yoga Mat,Sports,2,407.0,814.0,524,290,57,Female,West,2024,9,2024-09
O200423,2024-02-05,C102180,Water Bottle,Sports,3,1057.0,3171.0,2322,849,27,Female,North,2024,2,2024-02
O200280,2023-03-22,C102282,Phone Case,Electronics,2,678.0,1356.0,964,392,57,Male,South,2023,3,2023-03
O201904,2023-02-08,C101360,Lip Balm,Beauty,3,1012.0,3036.0,1935,1101,37,Male,West,2023,2,2023-02
O200595,2024-08-26,C101920,Bluetooth Speaker,Electronics,2,2019.0,4038.0,3149,889,52,Female,West,2024,8,2024-08
O208607,2024-04-27,C101663,Bed Sheet Set,Home,3,900.0,2700.0,1768,932,50,Female,North,2024,4,2024-04
O203917,2024-03-20,C102470,Smartwatch Pro,Electronics,3,1514.0,4542.0,3069,1473,44,Male,South,2024,3,2024-03
O206142,2023-11-15,C102484,Sunscreen SPF50,Beauty,2,563.0,1126.0,821,305,60,Male,West,2023,11,2023-11
O205661,2024-04-24,C101914,Water Bottle,Sports,4,734.0,2936.0,2403,533,27,Male,West,2024,4,2024-04
O205778,2024-01-11,C101304,Phone Case,Electronics,2,491.0,982.0,722,260,48,Male,West,2024,1,2024-01
O203618,2023-01-30,C102300,Dumbbell 5kg,Sports,4,985.0,3940.0,2434,1506,46,Female,Central,2023,1,2023-01
O206845,2023-01-11,C100463,Yoga Mat,Sports,1,415.0,415.0,320,95,19,Female,East,2023,1,2023-01
O200839,2024-09-25,C100701,T-Shirt Classic,Clothing,3,1751.0,5253.0,3591,1662,30,Female,South,2024,9,2024-09
O204596,2025-07-17,C100653,LED Lamp,Home,4,857.0,3428.0,2549,879,41,Male,West,2025,7,2025-07
O208784,2024-01-23,C100062,Sunscreen SPF50,Beauty,3,679.0,2037.0,1622,415,42,Male,South,2024,1,2024-01
O200141,2024-05-13,C100261,Bluetooth Speaker,Electronics,2,2281.0,4562.0,3602,960,33,Other,North,2024,5,2024-05
O202597,2025-08-04,C101979,Earbuds X1,Electronics,2,1337.0,2674.0,2206,468,41,Female,Central,2025,8,2025-08
O206701,2024-06-15,C100767,Face Serum,Beauty,1,427.0,427.0,336,91,44,Male,South,2024,6,2024-06
O209700,2025-06-07,C101585,Water Bottle,Sports,2,1084.0,2168.0,1438,730,47,Female,South,2025,6,2025-06
O201377,2024-07-03,C102484,LED Lamp,Home,5,572.0,2860.0,1855,1005,60,Female,West,2024,7,2024-07
O203674,2025-06-30,C102016,Bluetooth Speaker,Electronics,3,1457.0,4371.0,3598,773,30,Male,Central,2025,6,2025-06
O208798,2025-02-08,C101952,Earbuds X1,Electronics,2,2330.0,4660.0,3101,1559,44,Male,Central,2025,2,2025-02
O209924,2023-09-07,C101410,Bluetooth Speaker,Electronics,2,2581.0,5162.0,3549,1613,52,Male,North,2023,9,2023-09
O206362,2024-06-15,C101216,LED Lamp,Home,1,637.0,637.0,357,222,46,Male,Central,2024,6,2024-06
O204741,2025-02-25,C100475,Earbuds X1,Electronics,3,1700.0,5100.0,4029,1071,47,Other,North,2025,2,2025-02
O203808,2025-04-11,C100761,Bed Sheet Set,Home,3,626.0,1878.0,1469,409,60,Male,South,2025,4,2025-04
O201138,2024-06-03,C102335,Phone Case,Electronics,1,461.0,461.0,363,98,52,Male,South,2024,6,2024-06
O202257,2023-08-11,C102031,Bluetooth Speaker,Electronics,1,1786.0,1786.0,1333,453,60,Male,West,2023,8,2023-08
O207915,2024-03-10,C100663,Throw Pillow,Home,2,332.0,664.0,481,183,41,Female,East,2024,3,2024-03
O201787,2025-08-19,C101315,Bluetooth Speaker,Electronics,2,1986.0,3972.0,3160,812,28,Female,West,2025,8,2025-08
O203938,2024-08-20,C101800,Hoodie Cozy,Clothing,2,1804.0,3608.0,2936,672,56,Male,East,2024,8,2024-08
O207951,2023-01-22,C101402,Phone Case,Electronics,1,516.0,516.0,409,107,55,Male,South,2023,1,2023-01
O204646,2024-08-01,C100531,Portable Charger,Electronics,3,1717.0,5151.0,4180,971,29,Female,South,2024,8,2024-08
O200459,2024-05-26,C100181,Face Serum,Beauty,3,408.0,1224.0,840,384,33,Male,South,2024,5,2024-05
O206115,2023-12-07,C100805,Sneakers Lite,Clothing,2,1291.0,2582.0,1821,761,22,Male,South,2023,12,2023-12
O209571,2023-09-23,C101464,Smartwatch Pro,Electronics,1,1397.0,1397.0,848,549,20,Female,East,2023,9,2023-09
O200948,2023-05-02,C100754,Face Serum,Beauty,3,525.0,1575.0,1186,389,18,Male,North,2023,5,2023-05
O203700,2025-02-10,C100901,Water Bottle,Sports,1,875.0,875.0,590,285,57,Male,West,2025,2,2025-02
O201336,2025-02-25,C101821,Phone Case,Electronics,1,635.0,635.0,504,131,29,Female,South,2025,2,2025-02
O206370,2023-01-03,C100774,Sunscreen SPF50,Beauty,2,601.0,1202.0,771,431,18,Male,South,2023,1,2023-01
O204628,2024-01-27,C101193,Earbuds X1,Electronics,3,1259.0,3777.0,2578,1199,22,Male,South,2024,1,2024-01
O206286,2023-04-13,C101270,Yoga Mat,Sports,1,520.0,520.0,388,132,37,Female,West,2023,4,2023-04
O205925,2024-02-17,C100965,Portable Charger,Electronics,1,2328.0,2328.0,1433,895,59,Female,South,2024,2,2024-02
O205934,2023-11-11,C100294,Earbuds X1,Electronics,3,2040.0,6120.0,4823,1297,30,Male,East,2023,11,2023-11
O206040,2024-11-16,C101231,Yoga Mat,Sports,1,372.0,372.0,236,136,44,Male,Central,2024,11,2024-11
O200441,2023-10-10,C101850,Dumbbell 5kg,Sports,2,1009.0,2018.0,1531,487,25,Male,Central,2023,10,2023-10
O206659,2024-04-15,C101356,Smartwatch Pro,Electronics,1,897.0,897.0,744,153,58,Male,Central,2024,4,2024-04
O201602,2025-05-25,C100686,Ceramic Mug,Home,1,1115.0,1115.0,889,226,57,Female,East,2025,5,2025-05
O202238,2024-10-31,C101232,Dumbbell 5kg,Sports,3,1292.0,3876.0,2958,918,56,Male,Central,2024,10,2024-10
O200639,2023-08-08,C101000,Earbuds X1,Electronics,3,1548.0,4644.0,3015,1629,40,Unknown,East,2023,8,2023-08
O209849,2023-12-09,C102088,Phone Case,Electronics,4,461.0,1844.0,1403,441,53,Male,Central,2023,12,2023-12
O203830,2023-07-01,C100414,Lip Balm,Beauty,3,642.0,1926.0,1276,650,33,Male,East,2023,7,2023-07
O209423,2025-08-17,C100112,Bluetooth Speaker,Electronics,2,1279.0,2558.0,1750,808,30,Male,North,2025,8,2025-08
O206144,2023-02-21,C100689,Water Bottle,Sports,1,1037.0,1037.0,693,344,51,Male,West,2023,2,2023-02
O208037,2025-04-16,C101473,T-Shirt Classic,Clothing,2,1380.0,2760.0,2295,465,48,Female,North,2025,4,2025-04
O209080,2023-12-23,C101956,LED Lamp,Home,3,557.0,1671.0,1269,402,55,Male,North,2023,12,2023-12
O206344,2024-06-17,C100587,Hoodie Cozy,Clothing,3,1479.0,4437.0,3417,1020,47,Male,East,2024,6,2024-06
O202501,2023-12-25,C101069,Smartwatch Pro,Electronics,2,1109.0,2218.0,1760,458,50,Female,East,2023,12,2023-12
O201958,2025-07-07,C100715,Earbuds X1,Electronics,3,1340.0,4020.0,3360,660,31,Unknown,East,2025,7,2025-07
O201070,2024-09-15,C102104,T-Shirt Classic,Clothing,2,1128.0,2256.0,1360,896,33,Female,West,2024,9,2024-09
O200155,2025-04-19,C100155,Throw Pillow,Home,1,346.0,346.0,260,86,35,Unknown,South,2025,4,2025-04
O202295,2023-04-30,C101244,Smartwatch Pro,Electronics,3,1048.0,3144.0,1920,1224,55,Female,Central,2023,4,2023-04
O208738,2024-06-11,C101550,Hoodie Cozy,Clothing,3,1349.0,4047.0,2068,1328,20,Female,West,2024,6,2024-06
O204578,2025-05-15,C102487,Bluetooth Speaker,Electronics,2,2551.0,5102.0,3551,1551,25,Female,Central,2025,5,2025-05
O201089,2025-04-29,C100595,Sunscreen SPF50,Beauty,3,481.0,1443.0,952,491,37,Female,West,2025,4,2025-04
O206049,2024-11-21,C100721,T-Shirt Classic,Clothing,2,1090.0,2180.0,1788,392,29,Male,East,2024,11,2024-11
O206415,2023-11-10,C100842,Earbuds X1,Electronics,2,1776.0,3552.0,2513,1039,36,Male,Central,2023,11,2023-11
O202940,2023-05-24,C101937,Smartwatch Pro,Electronics,1,1580.0,1580.0,1272,308,47,Female,North,2023,5,2023-05
O200723,2024-02-22,C100631,Yoga Mat,Sports,5,375.0,1875.0,1387,488,23,Female,West,2024,2,2024-02
O204384,2023-09-19,C100702,Yoga Mat,Sports,3,350.0,1050.0,712,338,50,Male,South,2023,9,2023-09
O200930,2024-07-19,C101196,Bluetooth Speaker,Electronics,1,1563.0,1563.0,1215,348,47,Female,North,2024,7,2024-07
O202909,2023-01-21,C100632,Portable Charger,Electronics,3,1552.0,4656.0,3371,1285,23,Male,North,2023,1,2023-01
O207895,2023-06-09,C101266,Yoga Mat,Sports,3,329.0,987.0,781,206,27,Female,South,2023,6,2023-06
O206763,2025-04-04,C101304,Earbuds X1,Electronics,1,1372.0,1372.0,1060,312,48,Male,West,2025,4,2025-04
O209385,2024-02-17,C100109,Earbuds X1,Electronics,1,2306.0,2306.0,1848,458,18,Female,East,2024,2,2024-02
O206416,2024-05-14,C100350,Face Serum,Beauty,3,790.0,2370.0,1831,539,51,Other,South,2024,5,2024-05
O200895,2024-01-04,C100724,Portable Charger,Electronics,2,1599.0,3198.0,2109,1089,39,Other,East,2024,1,2024-01
O203247,2025-04-12,C100000,Hoodie Cozy,Clothing,2,1156.0,2312.0,1939,373,25,Female,South,2025,4,2025-04
O202326,2024-05-30,C101038,Throw Pillow,Home,2,657.0,1314.0,824,490,35,Male,East,2024,5,2024-05
O207096,2023-04-17,C101266,Water Bottle,Sports,4,747.0,2988.0,2317,671,24,Male,West,2023,4,2023-04
O208620,2024-11-15,C100627,Smartwatch Pro,Electronics,1,1070.0,1070.0,814,256,40,Female,West,2024,11,2024-11
O208156,2024-01-11,C102035,Slim Jeans,Clothing,1,603.0,603.0,421,182,43,Female,Central,2024,1,2024-01
O209771,2024-04-21,C100888,Water Bottle,Sports,2,960.0,1920.0,1358,562,26,Female,Central,2024,4,2024-04
O205038,2024-11-04,C100113,Ceramic Mug,Home,1,1609.0,1609.0,1113,496,56,Male,North,2024,11,2024-11
O204136,2024-04-20,C100318,Throw Pillow,Home,3,687.0,2061.0,1388,673,25,Female,South,2024,4,2024-04
O209276,2024-07-22,C100930,Face Serum,Beauty,1,601.0,601.0,385,216,45,Female,South,2024,7,2024-07
O201715,2023-10-15,C100148,Sneakers Lite,Clothing,1,1291.0,1291.0,785,506,47,Male,West,2023,10,2023-10
O201698,2024-03-18,C100597,Slim Jeans,Clothing,3,391.0,1173.0,858,315,40,Female,South,2024,3,2024-03
O209761,2024-10-12,C100106,Water Bottle,Sports,2,941.0,1882.0,1159,723,18,Male,South,2024,10,2024-10
O209578,2024-05-01,C102293,Ceramic Mug,Home,3,1078.0,3234.0,2018,1216,45,Male,South,2024,5,2024-05
O208251,2024-01-16,C101318,Sunscreen SPF50,Beauty,2,550.0,1100.0,754,346,43,Male,South,2024,1,2024-01
O203831,2024-11-16,C100342,Phone Case,Electronics,3,678.0,2034.0,1358,676,34,Male,West,2024,11,2024-11
O206299,2024-09-20,C101309,Smartwatch Pro,Electronics,2,1631.0,3262.0,2395,867,47,Female,West,2024,9,2024-09
O203348,2024-06-09,C100915,Portable Charger,Electronics,4,2468.0,9872.0,7738,2134,22,Male,South,2024,6,2024-06
O209547,2025-04-10,C100813,Face Serum,Beauty,3,410.0,1230.0,860,370,56,Male,South,2025,4,2025-04
O200985,2023-01-10,C101092,Water Bottle,Sports,1,921.0,921.0,670,251,53,Female,West,2023,1,2023-01
O201821,2025-05-23,C101066,T-Shirt Classic,Clothing,3,1698.0,5094.0,3835,1259,43,Male,North,2025,5,2025-05
O204571,2024-01-10,C102187,Sneakers Lite,Clothing,2,1258.0,2516.0,1716,800,34,Female,West,2024,1,2024-01
O200587,2024-09-27,C101025,Dumbbell 5kg,Sports,3,1079.0,3237.0,2137,1100,25,Male,West,2024,9,2024-09
O209786,2023-01-20,C101925,Yoga Mat,Sports,2,357.0,714.0,558,156,29,Male,North,2023,1,2023-01
O205077,2025-02-23,C101031,Bed Sheet Set,Home,2,977.0,1954.0,1490,464,54,Male,North,2025,2,2025-02
O208753,2023-12-11,C100105,Smartwatch Pro,Electronics,3,1462.0,4386.0,2693,1693,24,Male,East,2023,12,2023-12
O208350,2024-06-07,C100187,Portable Charger,Electronics,1,2501.0,2501.0,1907,594,22,Male,Central,2024,6,2024-06
O209551,2024-07-20,C102224,Earbuds X1,Electronics,2,1524.0,3048.0,2532,516,43,Female,Central,2024,7,2024-07
O209996,2023-07-08,C101222,Face Serum,Beauty,4,647.0,2588.0,1561,1027,46,Female,East,2023,7,2023-07
O205483,2023-01-17,C100279,Phone Case,Electronics,1,845.0,845.0,637,208,44,Male,East,2023,1,2023-01
O208031,2024-05-25,C101762,Portable Charger,Electronics,3,1818.0,5454.0,3444,2010,38,Male,South,2024,5,2024-05
O209308,2023-09-30,C100820,Throw Pillow,Home,1,442.0,442.0,352,90,59,Male,Central,2023,9,2023-09
O205514,2025-07-25,C102253,Sneakers Lite,Clothing,3,1239.0,3717.0,2688,1029,36,Male,North,2025,7,2025-07
O207635,2025-04-23,C100094,Ceramic Mug,Home,3,1041.0,3123.0,2083,1040,53,Female,West,2025,4,2025-04
O208899,2024-06-02,C102135,Water Bottle,Sports,2,963.0,1926.0,1471,455,39,Male,North,2024,6,2024-06
O205553,2024-07-11,C100871,LED Lamp,Home,1,663.0,663.0,485,178,35,Male,South,2024,7,2024-07
O203557,2023-04-23,C101941,T-Shirt Classic,Clothing,3,1687.0,5061.0,4290,771,21,Male,South,2023,4,2023-04
O201395,2024-05-27,C101242,Hoodie Cozy,Clothing,3,1124.0,3372.0,2104,1268,20,Male,West,2024,5,2024-05
O200264,2023-08-21,C101425,T-Shirt Classic,Clothing,2,1467.0,2934.0,2015,919,53,Female,East,2023,8,2023-08
O203547,2025-09-11,C100291,Dumbbell 5kg,Sports,3,1217.0,3651.0,2967,684,27,Male,South,2025,9,2025-09
O206844,2024-01-10,C101692,Bed Sheet Set,Home,1,633.0,633.0,476,157,43,Male,South,2024,1,2024-01
O207676,2023-01-12,C101824,Sneakers Lite,Clothing,2,1268.0,2536.0,1926,610,39,Female,West,2023,1,2023-01
O206788,2023-12-30,C101410,Earbuds X1,Electronics,2,2174.0,4348.0,2886,1462,22,Female,South,2023,12,2023-12
O203069,2023-10-15,C100480,Bluetooth Speaker,Electronics,3,1953.0,5859.0,3810,2049,50,Female,West,2023,10,2023-10
O205025,2023-11-21,C100868,Hoodie Cozy,Clothing,2,1300.0,2600.0,1992,608,19,Female,South,2023,11,2023-11
O208423,2024-12-27,C101519,Yoga Mat,Sports,2,271.0,542.0,347,195,35,Male,East,2024,12,2024-12
O203864,2025-04-20,C100583,Ceramic Mug,Home,2,1493.0,2986.0,1842,1144,24,Male,Central,2025,4,2025-04
O209100,2025-04-27,C102494,Sneakers Lite,Clothing,3,1134.0,3402.0,2795,607,32,Male,East,2025,4,2025-04
O202400,2025-04-07,C100411,Throw Pillow,Home,1,444.0,444.0,301,143,36,Male,Central,2025,4,2025-04
O206274,2025-05-05,C102264,Water Bottle,Sports,3,640.0,1920.0,1515,405,39,Male,North,2025,5,2025-05
O208511,2023-07-09,C101656,Sneakers Lite,Clothing,2,1577.0,3154.0,2296,858,37,Male,West,2023,7,2023-07
O203711,2024-05-29,C102000,Smartwatch Pro,Electronics,4,862.0,3448.0,2561,887,49,Male,North,2024,5,2024-05
O200246,2023-12-25,C102426,Face Serum,Beauty,1,495.0,495.0,334,161,53,Male,South,2023,12,2023-12
O201594,2023-07-29,C102275,Lip Balm,Beauty,2,930.0,1860.0,1459,401,35,Male,North,2023,7,2023-07
O209711,2023-01-14,C100823,LED Lamp,Home,2,706.0,1412.0,1168,244,30,Male,West,2023,1,2023-01
O201529,2025-08-15,C102126,Bluetooth Speaker,Electronics,1,1344.0,1344.0,1027,317,60,Male,South,2025,8,2025-08
O208250,2024-05-10,C101769,Portable Charger,Electronics,1,2049.0,2049.0,1275,774,37,Male,West,2024,5,2024-05
O200923,2023-08-21,C100128,Dumbbell 5kg,Sports,1,1051.0,1051.0,805,246,44,Male,North,2023,8,2023-08
O207601,2023-09-05,C101485,Smartwatch Pro,Electronics,1,1645.0,1645.0,1172,473,24,Female,South,2023,9,2023-09
O204364,2024-03-30,C100802,Yoga Mat,Sports,2,543.0,1086.0,877,209,40,Male,South,2024,3,2024-03
O200669,2024-10-20,C102481,Ceramic Mug,Home,3,1485.0,4455.0,3717,738,55,Male,South,2024,10,2024-10
O203604,2023-02-13,C101084,Portable Charger,Electronics,3,1624.0,4872.0,3668,1204,48,Male,Central,2023,2,2023-02
O205108,2023-01-13,C100600,Hoodie Cozy,Clothing,3,1572.0,4716.0,2974,1742,55,Male,South,2023,1,2023-01
O201910,2023-06-21,C100797,Sneakers Lite,Clothing,3,1301.0,3903.0,2720,1183,36,Female,West,2023,6,2023-06
O207276,2023-03-11,C100964,Lip Balm,Beauty,2,670.0,1340.0,1047,293,35,Female,North,2023,3,2023-03
O208371,2025-08-07,C101774,Slim Jeans,Clothing,4,615.0,2460.0,1682,778,44,Female,South,2025,8,2025-08
O205248,2023-07-14,C101173,Bed Sheet Set,Home,2,662.0,1324.0,962,362,22,Male,West,2023,7,2023-07
O207183,2024-04-04,C100683,Smartwatch Pro,Electronics,3,1291.0,3873.0,3231,642,58,Female,South,2024,4,2024-04
O203958,2025-05-29,C100814,T-Shirt Classic,Clothing,2,1899.0,3798.0,2280,1518,26,Male,North,2025,5,2025-05
O206957,2024-12-20,C100915,Bluetooth Speaker,Electronics,2,1562.0,3124.0,2405,719,35,Female,West,2024,12,2024-12
O206026,2023-12-04,C102310,LED Lamp,Home,3,635.0,1905.0,1287,618,45,Female,North,2023,12,2023-12
O205643,2023-08-01,C101675,Bed Sheet Set,Home,4,773.0,3092.0,2171,921,55,Male,West,2023,8,2023-08
O202696,2023-10-11,C100615,Sneakers Lite,Clothing,1,948.0,948.0,759,189,19,Female,South,2023,10,2023-10
